feature_set,top_n,cost_bps,fold_id,n_rebalances,gross_expectancy,net_expectancy,benchmark_expectancy,alpha_gross,alpha_net,mean_turnover,ic,hit_rate
baseline_price_only,10,10.0,41,21,0.004066032122825816,0.0034174857413156027,0.0006575251687438164,0.003408506954082001,0.0027599605725717865,0.6485463815102143,0.0693170281001201,0.5238095238095238
baseline_price_only,10,10.0,42,21,0.003207035833402846,0.002477204680593993,0.0012677781956104296,0.0019392576377924163,0.0012094264849835633,0.7298311528088528,0.07220695846492502,0.7619047619047619
baseline_price_only,10,10.0,43,21,0.007275964162959942,0.00655162028023132,0.0034020106708218096,0.003873953492138133,0.0031496096094095092,0.7243438827286232,0.05392087599095155,0.6190476190476191
baseline_price_only,10,10.0,44,21,0.0033353144155331992,0.002663473338141659,0.002107030057191828,0.0012282843583413714,0.0005564432809498309,0.6718410773915405,0.06863151446039174,0.6190476190476191
baseline_price_only,10,10.0,45,21,0.0051065062828123025,0.0043870120907639944,0.0015793289792690628,0.0035271773035432394,0.002807683111494932,0.7194941920483073,0.07885370309453495,0.6190476190476191
baseline_price_only,10,10.0,46,21,-0.0021141651591742644,-0.0027463726842670727,-0.003721864379356755,0.0016076992201824914,0.0009754916950896831,0.6322075250928084,0.03257856405602192,0.47619047619047616
baseline_price_only,10,10.0,47,21,0.00046762139784379864,-0.00022891739036292572,-0.0029671469916500172,0.0034347683894938156,0.002738229601287091,0.6965387882067252,0.1201077560937186,0.42857142857142855
baseline_price_only,10,10.0,48,21,-0.0042271860762034125,-0.004976638482914005,-0.0020879434920750652,-0.002139242584128348,-0.0028886949908389394,0.7494524067105911,0.01656794900536151,0.38095238095238093
baseline_price_only,10,10.0,49,21,0.0007847586632185268,7.982584621667838e-05,-0.0021462520871210165,0.0029310107503395435,0.0022260779333376952,0.7049328170018482,0.052329262259657644,0.3333333333333333
baseline_price_only,10,10.0,50,21,0.006562603309318629,0.0058330471399823175,0.0036374142014117994,0.0029251891079068305,0.0021956329385705194,0.7295561693363116,0.01875493092594915,0.6666666666666666
baseline_price_only,10,10.0,51,21,-0.00749469647492944,-0.008125112418804977,-0.007639377194338988,0.0001446807194095462,-0.0004857352244659886,0.6304159438755347,0.05713709860535408,0.47619047619047616
baseline_price_only,10,10.0,52,21,0.008324462421562855,0.007638164448563639,0.003231153362481197,0.005093309059081655,0.004407011086082442,0.6862979729992142,0.0820895595811874,0.5714285714285714
baseline_price_only,10,10.0,53,21,0.004833755486972778,0.004224659881008691,0.0025330837605012846,0.0023006717264714934,0.0016915761205074072,0.6090956059640869,0.050102512931596135,0.6666666666666666
baseline_price_only,10,10.0,54,21,0.000305216642015647,-0.00024186952219591387,-0.0022871934964378378,0.0025924101384534864,0.0020453239742419245,0.5470861642115609,0.029747830037290663,0.5238095238095238
baseline_price_only,10,10.0,55,21,0.0020813561439532616,0.0013904120208134041,0.0009568563563791383,0.0011244997875741226,0.00043355566443426587,0.6909441231398568,0.055231827918735155,0.5238095238095238
baseline_price_only,10,10.0,56,21,0.0014160701489712088,0.0008351000145540015,0.0006549583330752823,0.0007611118158959271,0.00018014168147871957,0.5809701344172074,0.04727084726908847,0.5238095238095238
baseline_price_only,10,10.0,57,21,0.0004910903339456124,-0.00011367078787125112,-0.00012223530069944093,0.0006133256346450536,8.564512828189893e-06,0.6047611218168624,0.07267019045636615,0.47619047619047616
baseline_price_only,10,10.0,58,21,-0.0027450928058937616,-0.0034185873286008313,-0.0016981109955417054,-0.001046981810352057,-0.0017204763330591248,0.6734945227070683,0.05132154118796666,0.38095238095238093
baseline_price_only,10,10.0,59,21,0.0021468631121017764,0.0014351876449022508,0.003463785158297863,-0.001316922046196086,-0.002028597513395612,0.7116754671995261,0.05593110705478366,0.47619047619047616
baseline_price_only,10,10.0,60,21,0.0027658055074146408,0.0020317148117264933,-0.0007827318260163719,0.0035485373334310133,0.0028144466377428646,0.7340906956881482,0.06298702748767974,0.5238095238095238
baseline_price_only,10,10.0,61,21,0.004653703756889192,0.003929431577766461,0.002896837654455842,0.0017568661024333504,0.001032593923310619,0.7242721791227309,-0.0158648221423403,0.8095238095238095
baseline_price_only,10,10.0,62,21,-0.014891122930236932,-0.015592525237868197,-0.012117818243784065,-0.00277330468645287,-0.0034747069940841333,0.7014023076312628,-0.05559499016968714,0.3333333333333333
baseline_price_only,10,10.0,63,21,0.010631924960721463,0.009977782493734351,0.005819301870032935,0.00481262309068853,0.004158480623701417,0.6541424669871126,0.056806971063290954,0.6666666666666666
