horizon_bars,top_n,cost_bps,n_folds,mean_alpha_net,std_alpha_net,pct_folds_positive,mean_ic,mean_turnover,mean_gross_alpha
3,20,35.0,12,-0.0017184127505406627,0.0028638022259041955,0.3333333333333333,0.0028596388524313905,0.501388888888889,3.6448360570448764e-05
3,50,10.0,12,-0.00022374702304219827,0.0018804048077726075,0.6666666666666666,0.0028596388524313905,0.33,0.00010625297695780175
3,50,15.0,12,-0.0003887470230421982,0.0018800653517832093,0.5,0.0028596388524313905,0.33,0.00010625297695780175
3,50,25.0,12,-0.0007187470230421984,0.001879690972815465,0.3333333333333333,0.0028596388524313905,0.33,0.00010625297695780175
3,50,35.0,12,-0.0010487470230421982,0.0018797228126294166,0.3333333333333333,0.0028596388524313905,0.33,0.00010625297695780175
3,100,10.0,12,-0.0012299636184862478,0.0076212080797031095,0.4166666666666667,0.0028596388524313905,0.0,-0.0012299636184862478
3,100,15.0,12,-0.0012299636184862478,0.0076212080797031095,0.4166666666666667,0.0028596388524313905,0.0,-0.0012299636184862478
3,100,25.0,12,-0.0012299636184862478,0.0076212080797031095,0.4166666666666667,0.0028596388524313905,0.0,-0.0012299636184862478
3,100,35.0,12,-0.0012299636184862478,0.0076212080797031095,0.4166666666666667,0.0028596388524313905,0.0,-0.0012299636184862478
5,10,10.0,11,0.0016351426506861133,0.003240410986755878,0.6363636363636364,0.044118809182913665,0.618939393939394,0.0022540820446255074
5,10,15.0,11,0.0013256729537164163,0.0032169498346242965,0.5454545454545454,0.044118809182913665,0.618939393939394,0.0022540820446255074
5,10,25.0,11,0.0007067335597770219,0.0031704236914379194,0.45454545454545453,0.044118809182913665,0.618939393939394,0.0022540820446255074
5,10,35.0,11,8.77941658376279e-05,0.0031244453993028777,0.45454545454545453,0.044118809182913665,0.618939393939394,0.0022540820446255074
5,20,10.0,11,0.0005230089435349279,0.0018742332744365272,0.6363636363636364,0.044118809182913665,0.5549242424242424,0.0010779331859591703
5,20,15.0,11,0.00024554682232280634,0.0018661641863428969,0.6363636363636364,0.044118809182913665,0.5549242424242424,0.0010779331859591703
5,20,25.0,11,-0.00030937742010143644,0.0018506928446359494,0.45454545454545453,0.044118809182913665,0.5549242424242424,0.0010779331859591703
5,20,35.0,11,-0.0008643016625256785,0.0018361292104201975,0.36363636363636365,0.044118809182913665,0.5549242424242424,0.0010779331859591703
5,50,10.0,11,3.8133102830834636e-05,0.0010818602779593043,0.5454545454545454,0.044118809182913665,0.34681818181818186,0.00038495128464901667
5,50,15.0,11,-0.00013527598807825625,0.0010802360424482,0.36363636363636365,0.044118809182913665,0.34681818181818186,0.00038495128464901667
5,50,25.0,11,-0.00048209416989643814,0.0010779838954956419,0.36363636363636365,0.044118809182913665,0.34681818181818186,0.00038495128464901667
5,50,35.0,11,-0.00082891235171462,0.001077066613016859,0.18181818181818182,0.044118809182913665,0.34681818181818186,0.00038495128464901667
5,100,10.0,11,-0.0040372914793614986,0.009513406727637407,0.45454545454545453,0.044118809182913665,0.0,-0.0040372914793614986
5,100,15.0,11,-0.0040372914793614986,0.009513406727637407,0.45454545454545453,0.044118809182913665,0.0,-0.0040372914793614986
