cap_band,horizon_bars,top_n,cost_bps,fold_id,n_rebalances,gross_expectancy,net_expectancy,benchmark_expectancy,alpha_gross,alpha_net,mean_turnover,ic,hit_rate
small,10,20,10.0,14,12,-0.00015863071822025138,-0.0008190668209852586,-0.016915965051839957,0.016757334333619707,0.016096898230854705,0.6604361027650051,0.08838738400137329,0.5
small,10,20,10.0,15,12,0.03960395698194053,0.039026879335028956,0.023611523126855643,0.01599243385508489,0.015415356208173317,0.5770776469115686,0.120653940311727,0.75
small,10,20,10.0,16,12,0.03156597855656981,0.03090678784180663,0.021756149563177247,0.00980982899339256,0.009150638278629374,0.6591907147631808,0.08480000348640952,0.75
small,10,20,10.0,17,12,0.005182546348525777,0.004598128460404668,-0.00024887395125684455,0.005431420299782622,0.0048470024116615135,0.5844178881211093,0.07859431885973953,0.6666666666666666
small,10,20,10.0,18,12,0.010507941058333746,0.009880271144951793,-0.0019339486589472635,0.01244188971728101,0.01181421980389906,0.6276699133819515,0.11228301497584789,0.75
small,10,20,10.0,19,12,0.006478000506777946,0.005854876695327142,0.0012245149438785865,0.005253485562899361,0.0046303617514485565,0.6231238114508029,0.09804609315797895,0.5
small,10,20,10.0,20,12,0.021269265632464108,0.020683825554625706,0.018326550800170014,0.002942714832294095,0.0023572747544556897,0.5854400778384059,0.08442489404996109,0.8333333333333334
small,10,20,10.0,21,12,0.022227672918175123,0.02152886229969081,0.010970394821111833,0.011257278097063285,0.010558467478578977,0.6988106184843067,0.10635168878419637,0.6666666666666666
small,10,20,10.0,22,12,0.0016176298310967448,0.0009115082772317701,-0.00727758664614479,0.008895216477241535,0.008189094923376562,0.7061215538649739,0.10871530836802955,0.4166666666666667
small,10,20,10.0,23,12,0.018458333652236935,0.017735360388791293,0.008150836245137382,0.010307497407099558,0.009584524143653902,0.7229732634456519,0.10889844080078023,0.6666666666666666
small,10,20,10.0,24,12,-0.006942585788604099,-0.0075875890727487285,-0.019082418627807077,0.012139832839202983,0.011494829555058353,0.6450032841446288,0.09021110939869921,0.3333333333333333
small,10,20,15.0,0,12,0.003968785995831133,0.003274072719269954,0.00167609862292174,0.002292687372909393,0.0015979740963482144,0.46314218437411864,0.02576017302971006,0.4166666666666667
small,10,20,15.0,1,12,0.0039193468944835825,0.003129181246053509,0.0020303231459089595,0.0018890237485746197,0.0010988581001445499,0.5267770989533801,0.00429186510821868,0.5833333333333334
small,10,20,15.0,2,12,0.0019147431876555046,0.0011063663807870199,-0.008734028555429632,0.010648771743085136,0.009840394936216653,0.5389178712456544,0.06784419188156719,0.4166666666666667
small,10,20,15.0,3,12,0.013565760678375408,0.012838488796886802,0.01484190173690355,-0.0012761410585281424,-0.0020034129400167485,0.48484792099240387,0.06691004325833312,0.75
small,10,20,15.0,4,12,0.029860284282828345,0.02907157438048664,0.02778839125408805,0.0020718930287402944,0.0012831831263985908,0.5258066015611352,0.09284408057509358,0.6666666666666666
small,10,20,15.0,5,12,0.0022901215342671405,0.0013928503879927512,-0.007304236296764396,0.009594357831031535,0.008697086684757147,0.5981807641829276,0.13557774953858787,0.5
small,10,20,15.0,6,12,0.012369118633290299,0.011542243854460267,0.007382565696178668,0.0049865529371116305,0.004159678158281599,0.5512498525533546,0.06231436705094071,0.5833333333333334
small,10,20,15.0,7,12,0.01499834364501214,0.014100424539063934,0.009550369965508882,0.0054479736795032575,0.004550054573555055,0.5986127372988022,0.07774423127563819,0.6666666666666666
small,10,20,15.0,8,12,0.018296500755578024,0.01733016692794111,0.007022202547675349,0.011274298207902675,0.010307964380265763,0.6442225517579422,0.15052097878090448,0.8333333333333334
small,10,20,15.0,9,12,0.02017628317997077,0.019229046422842015,0.00732125617078479,0.012855027009185978,0.011907790252057229,0.6314911714191691,0.16341697916970807,0.75
small,10,20,15.0,10,12,0.015535178486229708,0.01471125697133388,0.002420717163357143,0.013114461322872568,0.012290539807976742,0.5492810099305491,0.11543841777161781,0.6666666666666666
small,10,20,15.0,11,12,-0.013478453681149541,-0.014490703369072253,-0.025155366862868355,0.01167691318171881,0.0106646634937961,0.6748331252818072,0.05499421245276088,0.3333333333333333
small,10,20,15.0,12,12,0.0061169424684797665,0.00515798622848002,0.0007834508540705611,0.005333491614409204,0.004374535374409461,0.6393041599998305,0.11879322125206891,0.5833333333333334
small,10,20,15.0,13,12,-0.0028004330433804504,-0.003763173243979807,-0.00985435583786704,0.007053922794486588,0.0060911825938872325,0.6418268003995699,0.14276576694822632,0.4166666666666667
small,10,20,15.0,14,12,-0.00015863071822025138,-0.0011492848723677594,-0.016915965051839957,0.016757334333619707,0.015766680179472196,0.6604361027650051,0.08838738400137329,0.5
small,10,20,15.0,15,12,0.03960395698194053,0.03873834051157317,0.023611523126855643,0.01599243385508489,0.015126817384717531,0.5770776469115686,0.120653940311727,0.75
small,10,20,15.0,16,12,0.03156597855656981,0.030577192484425034,0.021756149563177247,0.00980982899339256,0.008821042921247786,0.6591907147631808,0.08480000348640952,0.75
small,10,20,15.0,17,12,0.005182546348525777,0.004305919516344114,-0.00024887395125684455,0.005431420299782622,0.00455479346760096,0.5844178881211093,0.07859431885973953,0.6666666666666666
small,10,20,15.0,18,12,0.010507941058333746,0.00956643618826082,-0.0019339486589472635,0.01244188971728101,0.011500384847208084,0.6276699133819515,0.11228301497584789,0.75
small,10,20,15.0,19,12,0.006478000506777946,0.005543314789601741,0.0012245149438785865,0.005253485562899361,0.004318799845723156,0.6231238114508029,0.09804609315797895,0.5
small,10,20,15.0,20,12,0.021269265632464108,0.020391105515706505,0.018326550800170014,0.002942714832294095,0.0020645547155364857,0.5854400778384059,0.08442489404996109,0.8333333333333334
small,10,20,15.0,21,12,0.022227672918175123,0.021179456990448663,0.010970394821111833,0.011257278097063285,0.010209062169336827,0.6988106184843067,0.10635168878419637,0.6666666666666666
small,10,20,15.0,22,12,0.0016176298310967448,0.0005584475002992836,-0.00727758664614479,0.008895216477241535,0.007836034146444076,0.7061215538649739,0.10871530836802955,0.4166666666666667
small,10,20,15.0,23,12,0.018458333652236935,0.01737387375706846,0.008150836245137382,0.010307497407099558,0.009223037511931079,0.7229732634456519,0.10889844080078023,0.6666666666666666
small,10,20,15.0,24,12,-0.006942585788604099,-0.007910090714821042,-0.019082418627807077,0.012139832839202983,0.011172327912986038,0.6450032841446288,0.09021110939869921,0.3333333333333333
small,10,20,25.0,0,12,0.003968785995831133,0.0028109305348958356,0.00167609862292174,0.002292687372909393,0.0011348319119740956,0.46314218437411864,0.02576017302971006,0.4166666666666667
small,10,20,25.0,1,12,0.0039193468944835825,0.002602404147100128,0.0020303231459089595,0.0018890237485746197,0.0005720810011911696,0.5267770989533801,0.00429186510821868,0.5833333333333334
small,10,20,25.0,2,12,0.0019147431876555046,0.0005674485095413691,-0.008734028555429632,0.010648771743085136,0.009301477064971002,0.5389178712456544,0.06784419188156719,0.4166666666666667
small,10,20,25.0,3,12,0.013565760678375408,0.012353640875894398,0.01484190173690355,-0.0012761410585281424,-0.0024882608610091524,0.48484792099240387,0.06691004325833312,0.75
small,10,20,25.0,4,12,0.029860284282828345,0.028545767778925507,0.02778839125408805,0.0020718930287402944,0.0007573765248374562,0.5258066015611352,0.09284408057509358,0.6666666666666666
small,10,20,25.0,5,12,0.0022901215342671405,0.0007946696238098228,-0.007304236296764396,0.009594357831031535,0.008098905920574216,0.5981807641829276,0.13557774953858787,0.5
small,10,20,25.0,6,12,0.012369118633290299,0.01099099400190691,0.007382565696178668,0.0049865529371116305,0.003608428305728243,0.5512498525533546,0.06231436705094071,0.5833333333333334
small,10,20,25.0,7,12,0.01499834364501214,0.013501811801765134,0.009550369965508882,0.0054479736795032575,0.003951441836256253,0.5986127372988022,0.07774423127563819,0.6666666666666666
small,10,20,25.0,8,12,0.018296500755578024,0.016685944376183166,0.007022202547675349,0.011274298207902675,0.009663741828507821,0.6442225517579422,0.15052097878090448,0.8333333333333334
small,10,20,25.0,9,12,0.02017628317997077,0.018597555251422846,0.00732125617078479,0.012855027009185978,0.011276299080638057,0.6314911714191691,0.16341697916970807,0.75
small,10,20,25.0,10,12,0.015535178486229708,0.014161975961403334,0.002420717163357143,0.013114461322872568,0.011741258798046194,0.5492810099305491,0.11543841777161781,0.6666666666666666
small,10,20,25.0,11,12,-0.013478453681149541,-0.01516553649435406,-0.025155366862868355,0.01167691318171881,0.009989830368514292,0.6748331252818072,0.05499421245276088,0.3333333333333333
